last_name,first_name,phone,email,address,postalZip,region,languages,GPA,major,university
Nash,Inga,1-531-939-4242,inganash4104@google.ca,266-1167 Sapien Av.,4963 UT,Somerset,Javascript C#,2.638938252814854,IT,Columbia International University
Holden,Chantale,(771) 237-2683,chantaleholden@outlook.org,Ap #607-4995 Morbi Rd.,565272,Colorado,C++ Java R Python,2.304398663913827,IT,University of Tennessee - Memphis
Tran,Allen,1-857-171-2841,allentran7088@hotmail.com,5738 Nullam Rd.,42691,Herefordshire,PHP Ruby,2.516371700254965,IST,American Military University
Mcdowell,Lilah,(790) 143-8934,lilahmcdowell9122@outlook.ca,Ap #868-2812 Nulla Rd.,2922-3385,Nova Scotia,C# Go Swift PHP,2.2023080590549946,CE,Triton College
Cantrell,Burton,(437) 526-5384,burtoncantrell176@google.ca,Ap #772-5555 Blandit. Avenue,957572,British Columbia,Python SQL Javascript C# Go,2.4670731912137356,DS,Metropolitan State University
Salas,Haley,(442) 329-7277,haleysalas2234@icloud.edu,498-6011 Vulputate Ave,943698,Buckinghamshire,C++ Java R Python,2.8316001376755273,CS,Emory University
Dawson,Alec,(382) 777-3875,alecdawson@yahoo.org,Ap #567-4303 Eu Ave,37688,Yukon,C C++ Java R Python,2.9567877291881226,CS,Lewis and Clark College
Donovan,Carolyn,1-251-578-2004,carolyndonovan9455@yahoo.org,2030 Ut Street,3546,Somerset,C# Go Swift PHP,2.282205094178091,CE,Ottawa University
Carson,Nevada,(541) 559-5104,nevadacarson@outlook.edu,512-3733 Ipsum Ave,50536,Berwickshire,Java R Python SQL,2.673985298625776,CIS,Marlboro College
Guthrie,Vanna,1-434-240-4609,vannaguthrie@icloud.com,"P.O. Box 110, 9840 Lectus Rd.",30913,Manitoba,Java R Python SQL,2.472238938320755,IT,Gettysburg College
Graves,Amela,1-487-368-1564,amelagraves3551@aol.org,Ap #940-2975 Ante Av.,283156,Wigtownshire,R Python,3.602839885765287,CIS,Philadelphia University
Allen,Ignatius,(892) 713-8428,ignatiusallen@icloud.edu,1055 Non Ave,63706,Angus,SQL Javascript,2.1030728263790017,MIS,Southern Oregon University
Dejesus,Beck,1-831-473-7674,beckdejesus@hotmail.com,Ap #214-7901 Vestibulum. St.,28270,Somerset,Go Swift,2.755218037821754,IT,University of South Carolina - Aiken
Howell,Jermaine,(281) 636-6136,jermainehowell9559@yahoo.couk,Ap #251-6343 Enim Rd.,4198 QZ,Michigan,SQL Javascript,3.7903799212551594,CIS,University of Texas at Tyler
Coleman,Gage,(244) 560-7641,gagecoleman5008@icloud.com,Ap #618-7379 Mattis Rd.,627979,Alberta,PHP,2.154675051380735,IST,University of Colorado at Colorado Springs
Wolf,Oliver,1-468-956-5973,oliverwolf6580@outlook.net,879-2187 Integer Av.,22988,Manitoba,Python SQL,2.2545615280507163,CIS,Rice University
Jarvis,Asher,1-816-287-5491,asherjarvis@protonmail.com,9016 Vehicula Road,541272,Manitoba,Go Swift PHP Ruby Rust,3.9323764326332005,CS,"Concordia University, Austin"
Gallagher,Harding,1-952-190-9644,hardinggallagher@google.edu,251-9338 Ornare Road,54533,Mississippi,Go Swift PHP Ruby Rust,3.725763365321599,CE,"Rasmussen College, North Dakota Campuses"
Middleton,Helen,1-753-501-1957,helenmiddleton7977@icloud.edu,7090 Sociis Ave,S5L 5NN,Indiana,C++ Java R Python,2.2205636069761034,CS,Faulkner University
Dickson,Hoyt,1-348-737-2641,hoytdickson@protonmail.ca,3260 Sed Rd.,2992,Huntingdonshire,C C++ Java,2.074892448986719,IT,Andon College - Stockton
Becker,Wyoming,1-675-441-4420,wyomingbecker@aol.edu,3479 Tellus St.,6386,New Brunswick,Go Swift,3.4347767096805626,CIS,San Francisco State University
Morgan,Whoopi,(856) 898-7246,whoopimorgan@outlook.net,Ap #781-6971 Ridiculus Av.,522442,Arizona,Javascript C# Go,2.6437645237207184,CIS,Wisconsin Lutheran College
Harvey,Guy,(549) 278-6641,guyharvey@protonmail.com,Ap #763-3279 Erat Rd.,58638-26488,New Brunswick,C# Go Swift PHP,3.7476011663781703,MIS,Oral Roberts University
Holder,Kitra,(816) 237-9590,kitraholder@protonmail.couk,Ap #946-2205 Dolor St.,164845,Huntingdonshire,C# Go,2.443679250219122,DS,Trevecca Nazarene University
Potts,Marah,(646) 467-8725,marahpotts@hotmail.edu,8380 Ac St.,58655-275,Manitoba,SQL Javascript,2.8769575126875084,IST,Mount Vernon Nazarene College
Le,Cole,(514) 458-8870,colele@outlook.org,5142 Commodo St.,80262,Quebec,Javascript C# Go,3.640766188457902,DS,"Concordia College, Seward"
Vinson,Demetrius,1-938-265-7125,demetriusvinson1919@protonmail.com,Ap #644-3228 Eget Av.,V9Y 2G2,Kent,SQL Javascript C#,3.331641280994207,MIS,Frank Lloyd Wright School of Architecture
Lancaster,Samson,1-868-382-3683,samsonlancaster9920@google.org,1549 Feugiat Rd.,5381,Pembrokeshire,C++,3.2852300389128093,IT,Northwest College of Art
Blair,Gannon,(445) 742-6562,gannonblair@icloud.com,Ap #635-4321 Nec Avenue,24169,Arizona,Javascript C# Go Swift,3.492344037448217,CS,Union College
Pearson,Fatima,(476) 574-1144,fatimapearson8828@protonmail.edu,5849 Pede. Rd.,72-51,Inverness-shire,PHP Ruby Rust,3.5125165628430834,CS,University of Tennessee Space Institute
Cooper,Kevin,1-346-203-0265,kevincooper@hotmail.couk,157-3585 Cras Road,117191,Monmouthshire,R Python SQL Javascript,3.4949739412699694,CIS,Eastern Washington University
Harmon,Adele,(527) 614-8171,adeleharmon2665@outlook.org,852-319 Augue Rd.,54274,Arkansas,Python SQL Javascript,2.5589742573817102,CIS,University of Wisconsin - River Falls
Leblanc,Roth,1-214-467-1133,rothleblanc1929@hotmail.ca,"P.O. Box 169, 5294 Placerat, Rd.",545656,Quebec,Python SQL Javascript C# Go,3.1043689688152094,CE,Ouachita Baptist University
Callahan,Leroy,1-514-585-9716,leroycallahan7853@google.couk,"Ap #277-6698 Vel, Ave",44557,Saskatchewan,Go Swift PHP Ruby,3.5143195802664033,IST,Chowan College
Miranda,Melissa,1-928-476-9744,melissamiranda5218@hotmail.edu,558-2077 Ligula. Av.,34765,Oklahoma,C# Go Swift,2.053510367978269,MIS,Hampton College
Mcclain,Myles,(385) 744-6328,mylesmcclain@aol.edu,"808-6245 A, Road",65537,Pennsylvania,Javascript C# Go,2.9411543465642245,IST,University of the District of Columbia
Wilcox,Wade,1-514-882-3374,wadewilcox@hotmail.couk,Ap #687-7953 Nunc. Ave,931437,Fife,R Python SQL Javascript,3.9182148418934277,CE,San Jose Christian College
Aguilar,Keegan,(557) 938-8120,keeganaguilar@icloud.com,868-9020 Aliquam St.,02385-86068,Oklahoma,SQL Javascript C# Go,2.376196045172984,MIS,Palm Beach Atlantic University
Tate,Cheyenne,(655) 336-2801,cheyennetate6773@aol.com,7292 Purus Rd.,654876,Manitoba,C C++,3.2271169828021344,MIS,Houghton College
Baird,Amena,1-384-910-8385,amenabaird@protonmail.org,3228 Ut St.,156572,Buckinghamshire,Swift PHP,2.8770315868642564,MIS,Preston University
Mcclure,Shelly,(621) 225-9623,shellymcclure@protonmail.net,"202-4533 Non, St.",96668,Denbighshire,C# Go Swift PHP,2.7277236580296247,MIS,Nazareth College
Alexander,Sophia,1-305-748-5862,sophiaalexander1477@icloud.ca,7569 Hendrerit. Rd.,9814,Alberta,Java R Python SQL,2.716661825901355,CE,Adams State College
Burris,Judith,(246) 362-7327,judithburris@google.net,908-3442 Lobortis St.,71424,Northwest Territories,Java R Python SQL Javascript,3.967852695372488,CIS,Bates College
Guzman,Amethyst,1-766-563-5471,amethystguzman@aol.ca,3407 Amet St.,5446-0207,Minnesota,C++ Java R Python,3.6251220776253588,IST,Detroit College of Business
Huber,Macy,(274) 420-7999,macyhuber@icloud.ca,Ap #510-3932 Quis St.,21955,Kirkcudbrightshire,C++ Java R Python SQL,3.0052814592726134,CE,"Fairleigh Dickinson University, Florham-Madison Campus"
Bean,Jermaine,(134) 444-5801,jermainebean@aol.net,Ap #156-939 Quam Rd.,45-97,Hertfordshire,Go Swift,3.35210406215033,MIS,Wesley College Mississippi
Harrison,Yeo,1-472-414-7275,yeoharrison4163@aol.ca,Ap #847-2739 Euismod Street,75382,Inverness-shire,Javascript C# Go Swift,3.992331906645135,MIS,Smith College
Christensen,Sawyer,(877) 973-7971,sawyerchristensen4665@yahoo.com,8647 Per St.,66727,Nova Scotia,C# Go Swift,3.307361460050272,CE,State University of New York Upstate Medical University 
Hull,Rudyard,(435) 537-6757,rudyardhull7829@google.couk,"P.O. Box 404, 1114 Pede, St.",35068,Manitoba,C++ Java R,3.2896589992215826,CE,God's Bible School and College
Byers,Dalton,1-274-127-6435,daltonbyers@hotmail.com,Ap #330-2476 Lacus. Rd.,4937,British Columbia,Java R Python SQL,3.8493497992478027,MIS,Texas A&M University - Texarkana
Cash,Wayne,(124) 234-8542,waynecash@icloud.ca,"P.O. Box 805, 9805 Commodo Rd.",888807,Nebraska,C# Go Swift PHP,2.847991143055724,CE,Lafayette College
Fulton,Nash,(434) 463-2625,nashfulton@outlook.org,370-6480 Posuere Avenue,15867,Durham,Javascript C#,3.8319711819964226,CE,Dakota State University
Hughes,Xenos,1-965-114-6477,xenoshughes8475@aol.net,Ap #578-3568 Lacinia Road,B7E 3A6,Alaska,Javascript C# Go,2.003340748080322,MIS,Long Island University
Vinson,Camille,1-555-531-1572,camillevinson@protonmail.ca,Ap #920-8114 Lectus Av.,23368,Missouri,Java R Python SQL,2.492777222535481,CS,Medical University of South Carolina
Talley,Hedda,1-755-248-0368,heddatalley6383@icloud.org,Ap #710-3688 Facilisis St.,52068-561,British Columbia,PHP,3.1991529878859426,IT,Lourdes College
Mcmahon,Ginger,(424) 281-4404,gingermcmahon8790@protonmail.ca,"2735 Enim, St.",62662,Nova Scotia,PHP Ruby,2.3938646397131316,MIS,College of Visual Arts
Chase,Erica,1-737-675-5297,ericachase@google.couk,426-5556 Semper Avenue,6036,Oregon,R Python SQL,2.8626616308237445,IT,"Fairleigh Dickinson University, Teaneck-Hackensack Campus"
Shannon,Adam,(115) 703-5806,adamshannon@hotmail.edu,664-4436 Ipsum Av.,5154,Inverness-shire,Python SQL Javascript C#,2.363217052841903,CS,University of Central Florida
York,Ezra,1-487-124-7312,ezrayork@yahoo.org,Ap #812-8638 Ac St.,22-72,Alberta,R Python SQL Javascript C#,2.6433312635137467,MIS,Miles College
Wiggins,Preston,1-601-321-1373,prestonwiggins@protonmail.couk,614-4227 Mauris Road,12657,Georgia,Swift,2.2470368160486154,CIS,Oberlin College
Barrera,Abel,1-370-822-7360,abelbarrera@google.edu,Ap #997-5220 Et Rd.,4590 IB,Nova Scotia,SQL Javascript C# Go,2.4625342546471987,CS,Stephen F. Austin State University
Strickland,Marsden,(935) 700-4501,marsdenstrickland6323@yahoo.org,Ap #170-5307 Augue Rd.,51415,Anglesey,C# Go Swift,2.599566769289808,IT,Wright State University
Calhoun,Xenos,(284) 119-8412,xenoscalhoun@aol.net,"P.O. Box 912, 7651 Elit St.",516819,Caithness,PHP,2.933745768927478,CIS,Massachusetts Maritime Academy
Hansen,Kaitlin,1-688-501-9523,kaitlinhansen@aol.couk,3692 Lobortis Ave,23054,Massachusetts,C++ Java R,3.065631254798726,IST,Virginia College
Daniel,Zeph,(523) 827-2664,zephdaniel4531@icloud.com,"P.O. Box 470, 8909 Sit Road",31874,Virginia,R Python SQL,3.025204091640991,CIS,Lewis & Clark Community College
Gill,Harlan,1-128-854-3315,harlangill8565@protonmail.edu,Ap #365-4977 Magna Street,83432,Shropshire,R Python SQL Javascript C#,3.546753918323054,CS,College for Financial Planning
Clayton,Prescott,1-535-776-9251,prescottclayton@hotmail.edu,Ap #787-4278 Non Road,24962,Saskatchewan,Java,2.95692673930638,CE,Marygrove College
Delacruz,Orli,(778) 417-8306,orlidelacruz2596@yahoo.org,2820 Convallis Road,23-31,Mississippi,C++ Java,2.019797200080341,MIS,St. Augustine's College North Carolina
Hartman,Chadwick,1-385-616-3241,chadwickhartman@google.edu,"P.O. Box 253, 8700 Risus. Street",16319-45938,Hampshire,Javascript C#,2.8434385110623968,CIS,University of Texas Health Science Center at San Antonio
Walton,Ralph,(416) 737-4273,ralphwalton@protonmail.ca,Ap #580-3435 Neque. Road,226693,Georgia,Python SQL Javascript C# Go,2.2448927670301746,MIS,Los Angeles College of Chiropractic
Cochran,Phoebe,1-550-634-2368,phoebecochran5700@outlook.com,Ap #172-3396 Nec St.,9521,Florida,Python,2.1532096599374206,CIS,Brigham Young University
Mcdowell,Indigo,1-802-246-3642,indigomcdowell@yahoo.org,808-4426 Mus. Ave,4154-3744,Mississippi,Java R Python SQL,3.1254242609484457,CE,Eastern Nazarene College
Duffy,Carol,(613) 217-2721,carolduffy2323@yahoo.couk,Ap #491-3062 Etiam Ave,34035,Illinois,C# Go Swift PHP,2.372467943357785,MIS,Lawrence University
Parrish,Kuame,1-189-646-8315,kuameparrish@yahoo.couk,Ap #158-2836 Amet Ave,S4H 0M2,Cornwall,Javascript C# Go,2.1601429796990925,CIS,Dixie College
Workman,Lavinia,(341) 460-3661,laviniaworkman4576@protonmail.org,"486-5609 Quis, St.",4187,Nova Scotia,Ruby,2.6133311989328982,IST,Judson College Marion
Small,May,1-636-446-8446,maysmall@outlook.ca,Ap #149-9119 Dapibus St.,812488,Bedfordshire,Swift PHP,2.7047645574285157,CE,Nyack College
Larson,Marah,1-547-852-7278,marahlarson@google.com,Ap #541-8102 Nunc Rd.,849349,Nunavut,Python SQL Javascript,2.0078945785302986,CIS,University of Rio Grande
Horn,Scarlett,1-511-772-6485,scarletthorn@protonmail.com,"P.O. Box 609, 6958 Enim. St.",822522,Prince Edward Island,C++ Java R,3.351284439954549,CIS,Pacifica Graduate Institute
Barron,Amery,(376) 391-2282,amerybarron@protonmail.net,791-2216 Fringilla St.,82584,Georgia,Python SQL Javascript C# Go,3.8055966795488327,MIS,Darton College
Blevins,Vincent,(581) 570-3277,vincentblevins@google.edu,"P.O. Box 391, 6937 Lacinia Road",73513,Nebraska,Javascript C# Go Swift PHP,3.1894150377980726,CS,Multnomah Bible College
Rivers,Maya,1-359-190-4475,mayarivers@protonmail.org,248-1060 Pretium St.,11973,Connecticut,Python SQL Javascript C#,2.329338435105154,IST,Spertus Institute of Jewish Studies
Brock,August,1-894-322-7651,augustbrock589@aol.edu,"P.O. Box 785, 853 Fusce Rd.",2533-2487,Hawaii,Ruby Rust,3.413424911887315,IST,"California State University, Stanislaus"
Bowers,Cody,(575) 359-5730,codybowers@hotmail.org,"P.O. Box 810, 2727 Sed Road",699717,Utah,Python,3.194058187542483,IST,"University of Maine, Augusta"
Jarvis,Dieter,1-894-595-4171,dieterjarvis@protonmail.org,Ap #275-5720 Mauris Road,05478,Alberta,Java R Python SQL Javascript,3.6286487605440216,MIS,"California State University, Northridge"
Leach,Lacy,(288) 148-3423,lacyleach@protonmail.org,"Ap #485-4048 Odio, St.",L8W 8ND,Yukon,PHP Ruby,3.491800624954437,IT,The Union Institute
Casey,Tana,(479) 552-5795,tanacasey3680@icloud.ca,Ap #896-475 Vivamus Road,4930,Alaska,Javascript C#,2.2426767918683432,CE,Columbia Union College
Olson,Whilemina,(105) 124-3846,whileminaolson@icloud.com,Ap #731-8625 Lectus St.,53148-96523,Indiana,SQL Javascript C# Go,3.6302360011548256,MIS,Maryville College
Stout,Alvin,1-670-694-8399,alvinstout@google.org,Ap #509-2507 Purus St.,40737,Saskatchewan,C C++ Java R Python,2.180155230914204,CIS,Georgian Court College
Jackson,Rooney,1-207-284-2956,rooneyjackson4898@protonmail.org,558-210 Nibh. Rd.,65356-435,Lanarkshire,Python SQL,3.276068809485597,MIS,College of St. Joseph
Bartlett,Griffith,1-951-142-2979,griffithbartlett6232@icloud.org,699-3147 Lacus. Road,39201,Merionethshire,C++ Java R,2.7899807913900934,CIS,New York Chiropractic College
Solomon,Alan,1-413-186-8535,alansolomon@icloud.couk,Ap #949-9192 Suspendisse Road,238352,Nunavut,Javascript C#,2.626983645384419,CS,Medical College of Wisconsin
Wyatt,Nomlanga,1-752-148-7046,nomlangawyatt5435@hotmail.ca,"P.O. Box 447, 4485 Adipiscing Rd.",74970,Warwickshire,Go Swift,2.274691318230718,CS,New England Institute of Technology
Shields,Sacha,(783) 263-9622,sachashields@outlook.ca,"550-1559 In, St.",70366,Georgia,SQL Javascript,2.840753981403907,IST,Utah State University
Gaines,Beau,1-283-684-5177,beaugaines@google.com,1414 Accumsan Road,1527,Merionethshire,Java R,3.730576191031324,IT,Hollins University
Buckley,Rahim,(801) 751-5782,rahimbuckley@aol.org,6636 Quisque Av.,63-217,Kincardineshire,Swift PHP Ruby,3.090597285087914,MIS,The College of Santa Fe
Miranda,Kelly,(723) 651-9868,kellymiranda@google.com,4872 Non Ave,47S 5R0,Ross-shire,Swift PHP,2.206947980588457,IST,Pacifica Graduate Institute
Lawrence,Chaim,(614) 578-9558,chaimlawrence@outlook.net,Ap #422-327 Libero Street,1441,Aberdeenshire,C# Go Swift PHP,2.329912212053449,IST,"Concordia College, Ann Arbor"
Hurley,Malik,(412) 125-1644,malikhurley@yahoo.org,"P.O. Box 468, 7077 Elit Rd.",41411,Yorkshire,Python SQL Javascript,3.0800043698536967,IT,Pennsylvania College of Optometry
Beach,Victor,(952) 415-2771,victorbeach86@outlook.ca,"996 Mauris, Road",5105,Gloucestershire,C++ Java,2.256080405087041,CS,Dixie College
Huber,Cassandra,1-741-443-6919,cassandrahuber8954@outlook.com,1532 Eu Avenue,51506,Nova Scotia,R Python SQL Javascript C#,3.202361697189925,CE,Indiana Institute of Technologyy
Bird,Ronan,(336) 480-3309,ronanbird3050@yahoo.net,390-6013 Odio Rd.,77884,Leicestershire,R Python,2.7415889321747215,CS,Iowa Wesleyan College
Bryan,Lynn,1-455-269-2137,lynnbryan@hotmail.org,540-5697 Vestibulum Avenue,733663,Saskatchewan,Swift PHP Ruby Rust,3.201831539686618,CS,University of West Los Angeles
Frost,April,(740) 237-6356,aprilfrost@aol.net,Ap #137-863 Diam. St.,3863-8198,Derbyshire,C# Go,2.664008853584262,CS,Georgia Health Sciences University
Buck,Clarke,1-586-821-2236,clarkebuck3000@hotmail.net,1566 Molestie Road,9532-7875,British Columbia,C# Go Swift PHP Ruby,2.109912744971605,CS,Northland College
Whitfield,Hyatt,1-528-681-6252,hyattwhitfield4038@outlook.net,"P.O. Box 111, 321 Ipsum Rd.",96827,Mississippi,Java R Python SQL,2.6013205877995675,CIS,New College of California
Taylor,Medge,(521) 741-9441,medgetaylor8549@google.com,"Ap #164-3755 Eu, Rd.",71-79,Quebec,PHP Ruby,3.9682022091277913,CS,Fisk University
Knowles,Jane,1-982-211-6613,janeknowles1757@aol.com,Ap #767-8930 Nec Rd.,6518,Cheshire,Swift,3.7874478332315027,DS,Wayne State University
Rojas,Ryan,1-442-618-4184,ryanrojas4397@yahoo.org,514-5190 Vel Av.,39347833,Northwest Territories,R Python SQL Javascript,2.5784974347580074,CIS,Molloy College
Chavez,Cameron,(701) 783-1038,cameronchavez@hotmail.ca,"294-2751 Lorem, Avenue",075683,Merionethshire,Javascript C# Go Swift PHP,3.5421731182693947,CIS,Montana Tech
Kim,Ralph,1-559-334-0242,ralphkim5388@aol.com,492-4031 Erat St.,28868,Clackmannanshire,C# Go Swift,2.2960174498601114,MIS,University of Illinois at Chicago
Burgess,Wyatt,(856) 736-5355,wyattburgess9369@icloud.com,785-9235 Vel Street,T1N 8J5,Iowa,Go Swift PHP Ruby,2.2550735581522297,CS,University of the Ozarks
Schroeder,Orlando,1-582-937-8626,orlandoschroeder671@google.couk,Ap #527-1592 Elit Avenue,488638,Nairnshire,R Python SQL Javascript,3.416038343973241,CS,Quincy University
Horne,Knox,(312) 726-0485,knoxhorne@yahoo.org,796-2555 Dolor St.,16322-819,Nebraska,Python SQL Javascript C# Go,3.714102590545595,IST,Southern California Institute of Architecture
Lang,Rhoda,1-383-135-2176,rhodalang@yahoo.com,Ap #555-7492 Vel Av.,46729,Glamorgan,Go Swift PHP,2.4595498088029544,CIS,Oklahoma Panhandle State University
Alston,Robin,1-647-427-3551,robinalston@hotmail.org,943-2343 Quisque St.,02641,Northwest Territories,SQL Javascript C# Go,2.730102555067581,CS,Ohio University - Zanesville
Avila,Alma,1-969-713-5777,almaavila5088@hotmail.edu,Ap #957-8854 Est Av.,07089,Saskatchewan,Swift,2.087787054074119,CIS,San Francisco Art Institute
Kennedy,Myra,1-273-616-3672,myrakennedy@hotmail.com,862-2859 Et Ave,57227,Wisconsin,R,2.556675663337158,CS,Mennonite College of Nursing
Davenport,Stone,(767) 308-4994,stonedavenport@hotmail.com,6850 Luctus Rd.,63-743,Georgia,C# Go Swift,3.5326469963527316,DS,West Liberty State College
Erickson,Zenia,1-567-534-5867,zeniaerickson2194@yahoo.com,106-820 Diam St.,77365,Shropshire,C C++ Java R,3.045980868430311,CS,"CollegeAmerica, Denver"
Lindsay,Candace,(741) 743-0736,candacelindsay@aol.ca,6270 Commodo Street,11601,Montana,C# Go Swift PHP,2.7397514093183615,CIS,Seattle Pacific University
Nunez,Olga,1-481-250-0447,olganunez@hotmail.ca,801-5628 Quisque Street,34-510,Gloucestershire,SQL Javascript C#,2.801165285884783,CS,Louisiana State University in Shreveport
Watson,Wynter,(768) 624-1115,wynterwatson@icloud.org,103-7564 Mauris Road,82665-81960,Brecknockshire,R Python,3.3207793988709478,CE,Multnomah Bible College
